Batch_ID,Horizon_h,Observed_Rows,OOD_Score,Training_95pct_Threshold,OOD_Excess_Above_Threshold,OOD_Flag,Set,Regime
58,12,60,0.4493940955141631,0.5162548053476638,-0.06686070983350068,False,Normal model-development,Operator_Normal
59,12,60,0.3970331966174964,0.5162548053476638,-0.11922160873016735,False,Normal model-development,Operator_Normal
60,12,60,0.42132459245622256,0.5162548053476638,-0.09493021289144121,False,Normal test,Operator_Normal
61,12,60,0.45290376924702985,0.5162548053476638,-0.06335103610063392,False,Normal model-development,APC_Normal
62,12,60,0.4891988377131283,0.5162548053476638,-0.027055967634535494,False,Normal model-development,APC_Normal
63,12,60,0.41573266367797845,0.5162548053476638,-0.10052214166968532,False,Normal model-development,APC_Normal
64,12,60,0.38704383002228454,0.5162548053476638,-0.12921097532537923,False,Normal model-development,APC_Normal
65,12,60,0.5032491572765154,0.5162548053476638,-0.013005648071148346,False,Normal model-development,APC_Normal
66,12,60,0.5146263970635531,0.5162548053476638,-0.001628408284110705,False,Normal test,APC_Normal
67,12,60,0.4721326546097627,0.5162548053476638,-0.044122150737901045,False,Normal model-development,APC_Normal
68,12,60,0.42981304738450155,0.5162548053476638,-0.08644175796316222,False,Normal model-development,APC_Normal
69,12,60,0.40243440407258946,0.5162548053476638,-0.11382040127507431,False,Normal test,APC_Normal
70,12,60,0.47528038041371307,0.5162548053476638,-0.040974424933950704,False,Normal model-development,APC_Normal
71,12,60,0.4796059710598461,0.5162548053476638,-0.03664883428781768,False,Normal test,APC_Normal
72,12,60,0.4141709211574375,0.5162548053476638,-0.10208388419022629,False,Normal model-development,APC_Normal
73,12,60,0.4673424469536227,0.5162548053476638,-0.04891235839404107,False,Normal model-development,APC_Normal
74,12,60,0.44139023579175585,0.5162548053476638,-0.07486456955590792,False,Normal model-development,APC_Normal
75,12,60,0.41446785761341864,0.5162548053476638,-0.10178694773424513,False,Normal model-development,APC_Normal
76,12,60,0.5063284974495139,0.5162548053476638,-0.009926307898149855,False,Normal model-development,APC_Normal
77,12,60,0.46488930217755337,0.5162548053476638,-0.051365503170110405,False,Normal test,APC_Normal
78,12,60,0.4700770245176675,0.5162548053476638,-0.046177780829996296,False,Normal model-development,APC_Normal
79,12,60,0.39062699698386577,0.5162548053476638,-0.125627808363798,False,Normal model-development,APC_Normal
80,12,60,0.3959871122563819,0.5162548053476638,-0.12026769309128188,False,Normal model-development,APC_Normal
81,12,60,0.49054391666947217,0.5162548053476638,-0.0257108886781916,False,Normal model-development,APC_Normal
82,12,60,0.42122903765881053,0.5162548053476638,-0.09502576768885324,False,Normal model-development,APC_Normal
83,12,60,0.5129856005201858,0.5162548053476638,-0.003269204827477945,False,Normal test,APC_Normal
84,12,60,0.5050852026828836,0.5162548053476638,-0.011169602664780176,False,Normal model-development,APC_Normal
85,12,60,0.4289336502744064,0.5162548053476638,-0.08732115507325738,False,Normal model-development,APC_Normal
86,12,60,0.48339654126270487,0.5162548053476638,-0.0328582640849589,False,Normal model-development,APC_Normal
87,12,60,0.49036326840119837,0.5162548053476638,-0.0258915369464654,False,Normal model-development,APC_Normal
88,12,60,0.45991814733582176,0.5162548053476638,-0.05633665801184201,False,Normal model-development,APC_Normal
89,12,60,0.44461941263606775,0.5162548053476638,-0.07163539271159602,False,Normal model-development,APC_Normal
90,12,60,0.5160943292549479,0.5162548053476638,-0.0001604760927158555,False,Normal model-development,APC_Normal
91,12,60,0.42275876093742115,0.5162548053476638,-0.09349604441024262,False,Fault test,Fault
92,12,60,0.4436233319409695,0.5162548053476638,-0.07263147340669429,False,Fault test,Fault
93,12,60,0.48163552278961846,0.5162548053476638,-0.034619282558045306,False,Fault test,Fault
94,12,60,0.40793455864906697,0.5162548053476638,-0.1083202466985968,False,Fault test,Fault
95,12,60,0.43627944964795157,0.5162548053476638,-0.0799753556997122,False,Fault test,Fault
96,12,60,0.3918174517553694,0.5162548053476638,-0.12443735359229435,False,Fault test,Fault
97,12,60,0.552710555394179,0.5162548053476638,0.036455750046515245,True,Fault test,Fault
98,12,60,0.46232357533357454,0.5162548053476638,-0.053931230014089226,False,Fault test,Fault
99,12,60,0.5726413821349146,0.5162548053476638,0.056386576787250786,True,Fault test,Fault
100,12,60,0.39988605424208196,0.5162548053476638,-0.11636875110558181,False,Fault test,Fault
1,24,120,0.42806661869498974,0.5264187472635465,-0.0983521285685568,False,Normal model-development,Recipe_Normal
2,24,120,0.5902141930089724,0.5264187472635465,0.06379544574542584,True,Normal test,Recipe_Normal
3,24,120,0.4705861750618467,0.5264187472635465,-0.05583257220169985,False,Normal model-development,Recipe_Normal
4,24,120,0.39562895199246656,0.5264187472635465,-0.13078979527107998,False,Normal model-development,Recipe_Normal
5,24,120,0.4330531983465176,0.5264187472635465,-0.09336554891702892,False,Normal test,Recipe_Normal
6,24,120,0.42330520727560533,0.5264187472635465,-0.1031135399879412,False,Normal model-development,Recipe_Normal
7,24,120,0.4241128268107538,0.5264187472635465,-0.10230592045279274,False,Normal model-development,Recipe_Normal
8,24,120,0.41759669765357743,0.5264187472635465,-0.10882204960996911,False,Normal model-development,Recipe_Normal
9,24,120,0.4878217936738849,0.5264187472635465,-0.03859695358966164,False,Normal test,Recipe_Normal
10,24,120,0.4370478334323252,0.5264187472635465,-0.08937091383122137,False,Normal model-development,Recipe_Normal
11,24,120,0.4173663852253459,0.5264187472635465,-0.10905236203820062,False,Normal model-development,Recipe_Normal
12,24,120,0.4245660507303822,0.5264187472635465,-0.10185269653316431,False,Normal model-development,Recipe_Normal
13,24,120,0.43725665960951604,0.5264187472635465,-0.0891620876540305,False,Normal model-development,Recipe_Normal
14,24,120,0.4263561749937375,0.5264187472635465,-0.10006257226980902,False,Normal test,Recipe_Normal
15,24,120,0.448741206405923,0.5264187472635465,-0.07767754085762352,False,Normal model-development,Recipe_Normal
16,24,120,0.445697511150707,0.5264187472635465,-0.08072123611283955,False,Normal model-development,Recipe_Normal
17,24,120,0.40119961085712724,0.5264187472635465,-0.1252191364064193,False,Normal model-development,Recipe_Normal
18,24,120,0.4258812169134692,0.5264187472635465,-0.10053753035007734,False,Normal model-development,Recipe_Normal
19,24,120,0.4298564976832132,0.5264187472635465,-0.09656224958033333,False,Normal model-development,Recipe_Normal
20,24,120,0.39748065814765365,0.5264187472635465,-0.12893808911589288,False,Normal model-development,Recipe_Normal
21,24,120,0.4719826473067962,0.5264187472635465,-0.05443609995675036,False,Normal model-development,Recipe_Normal
22,24,120,0.45628181138593493,0.5264187472635465,-0.0701369358776116,False,Normal model-development,Recipe_Normal
23,24,120,0.39740639678089396,0.5264187472635465,-0.12901235048265258,False,Normal model-development,Recipe_Normal
24,24,120,0.5691109565531979,0.5264187472635465,0.04269220928965134,True,Normal model-development,Recipe_Normal
25,24,120,0.473049281530014,0.5264187472635465,-0.05336946573353252,False,Normal model-development,Recipe_Normal
26,24,120,0.41037456265871547,0.5264187472635465,-0.11604418460483107,False,Normal model-development,Recipe_Normal
27,24,120,0.4031351282580059,0.5264187472635465,-0.12328361900554063,False,Normal model-development,Recipe_Normal
28,24,120,0.43089876559536966,0.5264187472635465,-0.09551998166817688,False,Normal test,Recipe_Normal
29,24,120,0.4235747860559616,0.5264187472635465,-0.10284396120758493,False,Normal model-development,Recipe_Normal
30,24,120,0.43242759854792523,0.5264187472635465,-0.09399114871562131,False,Normal model-development,Recipe_Normal
31,24,120,0.4191988516747807,0.5264187472635465,-0.10721989558876582,False,Normal model-development,Operator_Normal
32,24,120,0.532934361579383,0.5264187472635465,0.006515614315836471,True,Normal model-development,Operator_Normal
33,24,120,0.4348049705666543,0.5264187472635465,-0.09161377669689225,False,Normal model-development,Operator_Normal
34,24,120,0.5481908176018612,0.5264187472635465,0.02177207033831463,True,Normal test,Operator_Normal
35,24,120,0.4450564699905082,0.5264187472635465,-0.08136227727303835,False,Normal model-development,Operator_Normal
36,24,120,0.44781461932360145,0.5264187472635465,-0.07860412793994509,False,Normal model-development,Operator_Normal
37,24,120,0.48620258258227605,0.5264187472635465,-0.04021616468127048,False,Normal model-development,Operator_Normal
38,24,120,0.4600219847450143,0.5264187472635465,-0.06639676251853222,False,Normal model-development,Operator_Normal
39,24,120,0.4298968093727124,0.5264187472635465,-0.09652193789083413,False,Normal model-development,Operator_Normal
40,24,120,0.4590496475373046,0.5264187472635465,-0.06736909972624194,False,Normal model-development,Operator_Normal
41,24,120,0.4051886574648938,0.5264187472635465,-0.12123008979865274,False,Normal model-development,Operator_Normal
42,24,120,0.4681743733881983,0.5264187472635465,-0.058244373875348254,False,Normal model-development,Operator_Normal
43,24,120,0.504707186573139,0.5264187472635465,-0.021711560690407583,False,Normal model-development,Operator_Normal
44,24,120,0.49388290804780177,0.5264187472635465,-0.032535839215744766,False,Normal model-development,Operator_Normal
45,24,120,0.42874019833451993,0.5264187472635465,-0.09767854892902661,False,Normal test,Operator_Normal
46,24,120,0.3999521174217595,0.5264187472635465,-0.12646662984178703,False,Normal test,Operator_Normal
47,24,120,0.3935975705497158,0.5264187472635465,-0.13282117671383076,False,Normal test,Operator_Normal
48,24,120,0.42920429976075314,0.5264187472635465,-0.0972144475027934,False,Normal model-development,Operator_Normal
49,24,120,0.43123840029427346,0.5264187472635465,-0.09518034696927308,False,Normal model-development,Operator_Normal
50,24,120,0.41761897399229664,0.5264187472635465,-0.1087997732712499,False,Normal model-development,Operator_Normal
51,24,120,0.45612336644511464,0.5264187472635465,-0.0702953808184319,False,Normal model-development,Operator_Normal
52,24,120,0.42628153737466457,0.5264187472635465,-0.10013720988888197,False,Normal model-development,Operator_Normal
53,24,120,0.4403637930396022,0.5264187472635465,-0.08605495422394432,False,Normal model-development,Operator_Normal
54,24,120,0.4433665387038058,0.5264187472635465,-0.08305220855974071,False,Normal model-development,Operator_Normal
55,24,120,0.4229991963773341,0.5264187472635465,-0.10341955088621246,False,Normal model-development,Operator_Normal
56,24,120,0.5098869307043679,0.5264187472635465,-0.01653181655917868,False,Normal model-development,Operator_Normal
57,24,120,0.4560691679216313,0.5264187472635465,-0.07034957934191521,False,Normal model-development,Operator_Normal
58,24,120,0.41399069658747417,0.5264187472635465,-0.11242805067607237,False,Normal model-development,Operator_Normal
59,24,120,0.3745794246172829,0.5264187472635465,-0.15183932264626365,False,Normal model-development,Operator_Normal
60,24,120,0.5084356373054992,0.5264187472635465,-0.017983109958047305,False,Normal test,Operator_Normal
61,24,120,0.47629533800665075,0.5264187472635465,-0.05012340925689579,False,Normal model-development,APC_Normal
62,24,120,0.460085290091055,0.5264187472635465,-0.06633345717249156,False,Normal model-development,APC_Normal
63,24,120,0.39394537631522425,0.5264187472635465,-0.1324733709483223,False,Normal model-development,APC_Normal
64,24,120,0.4799234736989216,0.5264187472635465,-0.04649527356462496,False,Normal model-development,APC_Normal
65,24,120,0.5264187472635465,0.5264187472635465,0.0,False,Normal model-development,APC_Normal
66,24,120,0.4215885943712971,0.5264187472635465,-0.10483015289224945,False,Normal test,APC_Normal
67,24,120,0.5311575934386479,0.5264187472635465,0.004738846175101341,True,Normal model-development,APC_Normal
68,24,120,0.46246935941307193,0.5264187472635465,-0.0639493878504746,False,Normal model-development,APC_Normal
69,24,120,0.4197587808351983,0.5264187472635465,-0.10665996642834824,False,Normal test,APC_Normal
70,24,120,0.5106193010336496,0.5264187472635465,-0.01579944622989693,False,Normal model-development,APC_Normal
71,24,120,0.5123969284242312,0.5264187472635465,-0.014021818839315303,False,Normal test,APC_Normal
72,24,120,0.45930538937825727,0.5264187472635465,-0.06711335788528927,False,Normal model-development,APC_Normal
73,24,120,0.4713188261794688,0.5264187472635465,-0.05509992108407774,False,Normal model-development,APC_Normal
74,24,120,0.4237977350154635,0.5264187472635465,-0.10262101224808307,False,Normal model-development,APC_Normal
75,24,120,0.4345285880803575,0.5264187472635465,-0.09189015918318905,False,Normal model-development,APC_Normal
76,24,120,0.43644628688875237,0.5264187472635465,-0.08997246037479417,False,Normal model-development,APC_Normal
77,24,120,0.47149333940205584,0.5264187472635465,-0.054925407861490694,False,Normal test,APC_Normal
78,24,120,0.43669418001721855,0.5264187472635465,-0.08972456724632799,False,Normal model-development,APC_Normal
79,24,120,0.37673119406867683,0.5264187472635465,-0.1496875531948697,False,Normal model-development,APC_Normal
80,24,120,0.44611401326948574,0.5264187472635465,-0.0803047339940608,False,Normal model-development,APC_Normal
81,24,120,0.48744384422082915,0.5264187472635465,-0.03897490304271739,False,Normal model-development,APC_Normal
82,24,120,0.3939058440970953,0.5264187472635465,-0.13251290316645126,False,Normal model-development,APC_Normal
83,24,120,0.45979036117118616,0.5264187472635465,-0.06662838609236038,False,Normal test,APC_Normal
84,24,120,0.4038397422853774,0.5264187472635465,-0.12257900497816915,False,Normal model-development,APC_Normal
85,24,120,0.43882877500404815,0.5264187472635465,-0.08758997225949838,False,Normal model-development,APC_Normal
86,24,120,0.4391772907649722,0.5264187472635465,-0.08724145649857434,False,Normal model-development,APC_Normal
87,24,120,0.5212203862118039,0.5264187472635465,-0.00519836105174265,False,Normal model-development,APC_Normal
88,24,120,0.41648736315632723,0.5264187472635465,-0.10993138410721931,False,Normal model-development,APC_Normal
89,24,120,0.4601515811374975,0.5264187472635465,-0.06626716612604905,False,Normal model-development,APC_Normal
90,24,120,0.4242870002964901,0.5264187472635465,-0.10213174696705646,False,Normal model-development,APC_Normal
91,24,120,0.5863390200150989,0.5264187472635465,0.05992027275155232,True,Fault test,Fault
92,24,120,0.489016063845638,0.5264187472635465,-0.03740268341790853,False,Fault test,Fault
93,24,120,0.4820001450982982,0.5264187472635465,-0.044418602165248344,False,Fault test,Fault
94,24,120,0.6192436052814272,0.5264187472635465,0.09282485801788065,True,Fault test,Fault
95,24,120,0.5836256422496009,0.5264187472635465,0.05720689498605436,True,Fault test,Fault
96,24,120,0.4078259885531577,0.5264187472635465,-0.11859275871038882,False,Fault test,Fault
97,24,120,0.5771813821664524,0.5264187472635465,0.05076263490290589,True,Fault test,Fault
98,24,120,0.4893999886580665,0.5264187472635465,-0.03701875860548004,False,Fault test,Fault
99,24,120,0.596772656576202,0.5264187472635465,0.0703539093126555,True,Fault test,Fault
100,24,120,0.6369713772031448,0.5264187472635465,0.11055262993959825,True,Fault test,Fault
1,48,240,0.47896709255177206,0.5109296954384425,-0.03196260288667041,False,Normal model-development,Recipe_Normal
2,48,240,0.48140960440786135,0.5109296954384425,-0.02952009103058112,False,Normal test,Recipe_Normal
3,48,240,0.4819814203338751,0.5109296954384425,-0.028948275104567378,False,Normal model-development,Recipe_Normal
4,48,240,0.4240204866998586,0.5109296954384425,-0.08690920873858388,False,Normal model-development,Recipe_Normal
5,48,240,0.42447938022806436,0.5109296954384425,-0.0864503152103781,False,Normal test,Recipe_Normal
6,48,240,0.4513444019265549,0.5109296954384425,-0.05958529351188757,False,Normal model-development,Recipe_Normal
7,48,240,0.433245122691124,0.5109296954384425,-0.07768457274731849,False,Normal model-development,Recipe_Normal
8,48,240,0.44088961022689716,0.5109296954384425,-0.07004008521154531,False,Normal model-development,Recipe_Normal
9,48,240,0.47521946310359836,0.5109296954384425,-0.035710232334844105,False,Normal test,Recipe_Normal
10,48,240,0.426871053319969,0.5109296954384425,-0.08405864211847347,False,Normal model-development,Recipe_Normal
11,48,240,0.40371878551302176,0.5109296954384425,-0.1072109099254207,False,Normal model-development,Recipe_Normal
12,48,240,0.42357705570226134,0.5109296954384425,-0.08735263973618113,False,Normal model-development,Recipe_Normal
13,48,240,0.40811426652375454,0.5109296954384425,-0.10281542891468792,False,Normal model-development,Recipe_Normal
14,48,240,0.43027094186904624,0.5109296954384425,-0.08065875356939622,False,Normal test,Recipe_Normal
15,48,240,0.4495018437007215,0.5109296954384425,-0.06142785173772097,False,Normal model-development,Recipe_Normal
16,48,240,0.4549440626062089,0.5109296954384425,-0.05598563283223357,False,Normal model-development,Recipe_Normal
17,48,240,0.39149761000183875,0.5109296954384425,-0.11943208543660372,False,Normal model-development,Recipe_Normal
18,48,240,0.435429784692458,0.5109296954384425,-0.07549991074598444,False,Normal model-development,Recipe_Normal
19,48,240,0.44430632028026834,0.5109296954384425,-0.06662337515817413,False,Normal model-development,Recipe_Normal
20,48,240,0.40469327513997194,0.5109296954384425,-0.10623642029847052,False,Normal model-development,Recipe_Normal
21,48,240,0.4750135368316796,0.5109296954384425,-0.035916158606762894,False,Normal model-development,Recipe_Normal
22,48,240,0.43811131474709336,0.5109296954384425,-0.0728183806913491,False,Normal model-development,Recipe_Normal
23,48,240,0.3871501390885042,0.5109296954384425,-0.12377955634993826,False,Normal model-development,Recipe_Normal
24,48,240,0.41914243741581925,0.5109296954384425,-0.09178725802262322,False,Normal model-development,Recipe_Normal
25,48,240,0.4495550294474015,0.5109296954384425,-0.061374665991040966,False,Normal model-development,Recipe_Normal
26,48,240,0.42273022522052306,0.5109296954384425,-0.0881994702179194,False,Normal model-development,Recipe_Normal
27,48,240,0.4399512356162892,0.5109296954384425,-0.07097845982215328,False,Normal model-development,Recipe_Normal
28,48,240,0.4092898119033059,0.5109296954384425,-0.10163988353513659,False,Normal test,Recipe_Normal
29,48,240,0.4309386657319686,0.5109296954384425,-0.07999102970647387,False,Normal model-development,Recipe_Normal
30,48,240,0.4491196195151237,0.5109296954384425,-0.061810075923318775,False,Normal model-development,Recipe_Normal
31,48,240,0.461770769444193,0.5109296954384425,-0.04915892599424948,False,Normal model-development,Operator_Normal
32,48,240,0.403071488017443,0.5109296954384425,-0.10785820742099944,False,Normal model-development,Operator_Normal
33,48,240,0.39172722084432976,0.5109296954384425,-0.1192024745941127,False,Normal model-development,Operator_Normal
34,48,240,0.4425318284157794,0.5109296954384425,-0.06839786702266304,False,Normal test,Operator_Normal
35,48,240,0.44212188226820887,0.5109296954384425,-0.0688078131702336,False,Normal model-development,Operator_Normal
36,48,240,0.42187102364899354,0.5109296954384425,-0.08905867178944893,False,Normal model-development,Operator_Normal
37,48,240,0.4863509788773244,0.5109296954384425,-0.02457871656111804,False,Normal model-development,Operator_Normal
38,48,240,0.49081636142878804,0.5109296954384425,-0.020113334009654427,False,Normal model-development,Operator_Normal
39,48,240,0.4670531686278697,0.5109296954384425,-0.04387652681057275,False,Normal model-development,Operator_Normal
40,48,240,0.45334462931442593,0.5109296954384425,-0.05758506612401654,False,Normal model-development,Operator_Normal
41,48,240,0.4385500021586315,0.5109296954384425,-0.07237969327981097,False,Normal model-development,Operator_Normal
42,48,240,0.4748006083905147,0.5109296954384425,-0.03612908704792778,False,Normal model-development,Operator_Normal
43,48,240,0.5510637808767272,0.5109296954384425,0.04013408543828478,True,Normal model-development,Operator_Normal
44,48,240,0.4984579249644726,0.5109296954384425,-0.012471770473969856,False,Normal model-development,Operator_Normal
45,48,240,0.6166833171859221,0.5109296954384425,0.1057536217474796,True,Normal test,Operator_Normal
46,48,240,0.42550854101265906,0.5109296954384425,-0.08542115442578341,False,Normal test,Operator_Normal
47,48,240,0.39046128502800825,0.5109296954384425,-0.12046841041043421,False,Normal test,Operator_Normal
48,48,240,0.4179590114385485,0.5109296954384425,-0.09297068399989394,False,Normal model-development,Operator_Normal
49,48,240,0.5109296954384425,0.5109296954384425,0.0,False,Normal model-development,Operator_Normal
50,48,240,0.4572406736495962,0.5109296954384425,-0.05368902178884627,False,Normal model-development,Operator_Normal
51,48,240,0.4639078287971552,0.5109296954384425,-0.04702186664128727,False,Normal model-development,Operator_Normal
52,48,240,0.45155698468826583,0.5109296954384425,-0.05937271075017664,False,Normal model-development,Operator_Normal
53,48,240,0.44379253315391354,0.5109296954384425,-0.06713716228452893,False,Normal model-development,Operator_Normal
54,48,240,0.41249551049388056,0.5109296954384425,-0.09843418494456191,False,Normal model-development,Operator_Normal
55,48,240,0.4347272516211975,0.5109296954384425,-0.07620244381724495,False,Normal model-development,Operator_Normal
56,48,240,0.4538632786951791,0.5109296954384425,-0.05706641674326335,False,Normal model-development,Operator_Normal
57,48,240,0.4466963287122249,0.5109296954384425,-0.06423336672621754,False,Normal model-development,Operator_Normal
58,48,240,0.4210672899435582,0.5109296954384425,-0.08986240549488428,False,Normal model-development,Operator_Normal
59,48,240,0.4793008406767651,0.5109296954384425,-0.03162885476167737,False,Normal model-development,Operator_Normal
60,48,240,0.4942186426823117,0.5109296954384425,-0.016711052756130773,False,Normal test,Operator_Normal
61,48,240,0.6248550392119795,0.5109296954384425,0.11392534377353702,True,Normal model-development,APC_Normal
62,48,240,0.4765305409070393,0.5109296954384425,-0.03439915453140319,False,Normal model-development,APC_Normal
63,48,240,0.4070713098394838,0.5109296954384425,-0.10385838559895866,False,Normal model-development,APC_Normal
64,48,240,0.40923953587386974,0.5109296954384425,-0.10169015956457272,False,Normal model-development,APC_Normal
65,48,240,0.45614625534704745,0.5109296954384425,-0.05478344009139502,False,Normal model-development,APC_Normal
66,48,240,0.4443119393513653,0.5109296954384425,-0.06661775608707715,False,Normal test,APC_Normal
67,48,240,0.4735463923655671,0.5109296954384425,-0.03738330307287535,False,Normal model-development,APC_Normal
68,48,240,0.47695264547601374,0.5109296954384425,-0.03397704996242873,False,Normal model-development,APC_Normal
69,48,240,0.4272210394247029,0.5109296954384425,-0.08370865601373956,False,Normal test,APC_Normal
70,48,240,0.44339324735870667,0.5109296954384425,-0.0675364480797358,False,Normal model-development,APC_Normal
71,48,240,0.4875887069965246,0.5109296954384425,-0.023340988441917843,False,Normal test,APC_Normal
72,48,240,0.48885762392599896,0.5109296954384425,-0.022072071512443503,False,Normal model-development,APC_Normal
73,48,240,0.5578280614181161,0.5109296954384425,0.04689836597967367,True,Normal model-development,APC_Normal
74,48,240,0.4171021420132055,0.5109296954384425,-0.09382755342523696,False,Normal model-development,APC_Normal
75,48,240,0.4394727138204655,0.5109296954384425,-0.07145698161797698,False,Normal model-development,APC_Normal
76,48,240,0.44694667877564237,0.5109296954384425,-0.0639830166628001,False,Normal model-development,APC_Normal
